toxicity,similarity
0.32,0.9486790299415588,1
0.39,0.9720404148101807,1
0.6133333333333333,0.9260863065719604,1
0.44,0.9664872288703918,1
0.6166666666666667,0.9463892579078674,1
0.12666666666666668,0.9675024151802063,1
0.5533333333333333,0.9541953802108765,1
0.19,0.956829309463501,1
0.16666666666666666,0.9507771134376526,1
0.2633333333333333,0.9453840851783752,1
0.14666666666666667,0.9736980199813843,1
0.22333333333333333,0.9711836576461792,1
0.11666666666666667,0.9659031629562378,1
0.06666666666666667,0.984912633895874,1
0.17,0.9681876301765442,1
0.42333333333333334,0.9711568355560303,1
0.08,0.9745863080024719,1
0.36666666666666664,0.9835237264633179,1
0.26666666666666666,0.9556923508644104,1
0.18,0.9700683951377869,1
0.14666666666666667,0.8819751143455505,1
0.43,0.9673517346382141,1
0.14,0.9717501401901245,1
0.21,0.9523367881774902,1
0.11333333333333333,0.9655083417892456,1
0.6133333333333333,0.92595374584198,1
0.36,0.9718157052993774,1
0.15333333333333332,0.9529461860656738,1
0.34,0.9583025574684143,1
0.16,0.9782044291496277,1
0.17666666666666667,0.976219654083252,1
0.47,0.9803627729415894,1
0.25333333333333335,0.9584834575653076,1
0.32,0.9817391037940979,1
0.36666666666666664,0.9790778160095215,1
0.15,0.9853253960609436,1
0.2966666666666667,0.9790334701538086,1
0.28,0.981326162815094,1
1.0,0.9819551110267639,1
0.11,0.9429861307144165,1
0.09,0.9788601398468018,1
0.05,0.9744293689727783,1
0.15333333333333332,0.9679316878318787,1
0.1,0.9781048893928528,1
0.03333333333333333,0.9643518924713135,1
0.14,0.971789538860321,1
0.06,0.9652477502822876,1
0.19333333333333333,0.9699889421463013,1
0.07,0.9701284766197205,1
0.16666666666666666,0.9794961214065552,1
0.17,0.976243793964386,1
0.25333333333333335,0.9627717733383179,1
0.5133333333333333,0.9844880700111389,1
0.4766666666666667,0.9774351716041565,1
0.6866666666666666,0.9858379364013672,1
0.66,0.9847295880317688,1
0.23333333333333334,0.9709509015083313,1
0.77,0.984930157661438,1
0.18666666666666668,0.985684871673584,1
0.06666666666666667,0.9831266403198242,1
0.32666666666666666,0.9808564782142639,1
0.21333333333333335,0.9829646944999695,1
0.16666666666666666,0.977210521697998,1
0.15666666666666668,0.9757062196731567,1
0.36333333333333334,0.9765563607215881,1
0.19333333333333333,0.9778551459312439,1
0.15,0.9749401211738586,1
0.24666666666666667,0.9516976475715637,1
0.12333333333333334,0.9729363322257996,1
0.12666666666666668,0.9821236729621887,1
0.32666666666666666,0.9798733592033386,1
0.39666666666666667,0.9379891753196716,1
0.08333333333333333,0.9773178100585938,1
0.11666666666666667,0.9678955078125,1
0.12666666666666668,0.9669108390808105,1
0.16,0.9781973361968994,1
0.08333333333333333,0.9384865164756775,1
0.09,0.955905020236969,1
0.11666666666666667,0.9652138352394104,1
0.18,0.9710107445716858,1
0.06666666666666667,0.9850690364837646,1
0.14666666666666667,0.9607858061790466,1
0.18333333333333332,0.9721615314483643,1
0.35,0.9723073840141296,1
0.23333333333333334,0.9676964282989502,1
0.15666666666666668,0.973413348197937,1
0.43666666666666665,0.9634963870048523,1
0.04666666666666667,0.9766581654548645,1
0.22,0.986564040184021,1
0.11666666666666667,0.9351379871368408,1
0.09333333333333334,0.9741412997245789,1
0.056666666666666664,0.972004771232605,1
0.16666666666666666,0.9739105105400085,1
0.06,0.9640060067176819,1
0.07,0.9331414103507996,1
0.05333333333333334,0.9736774563789368,1
0.21,0.9681557416915894,1
0.12,0.9687898755073547,1
0.05333333333333334,0.9581373333930969,1
0.08,0.9693744778633118,1
0.2733333333333333,0.954806923866272,1
0.12666666666666668,0.9094203114509583,1
0.08,0.9712725281715393,1
0.15666666666666668,0.9738005995750427,1
0.4633333333333333,0.9720301032066345,1
0.07333333333333333,0.9684840440750122,1
0.16666666666666666,0.9726433753967285,1
0.24666666666666667,0.9619244933128357,1
0.11333333333333333,0.9704635739326477,1
0.21,0.9578655362129211,1
0.55,0.9762267470359802,1
0.17,0.9786110520362854,1
0.30333333333333334,0.97944176197052,1
0.33666666666666667,0.9798325896263123,1
0.86,0.9672080874443054,1
0.16666666666666666,0.980310320854187,1
0.11333333333333333,0.9527561664581299,1
0.9766666666666667,0.9636033177375793,1
0.53,0.9666464924812317,1
0.14,0.9679849743843079,1
0.25,0.9728725552558899,1
0.22666666666666666,0.9730945229530334,1
0.4033333333333333,0.9711342453956604,1
0.15333333333333332,0.9669930934906006,1
0.18,0.9774962067604065,1
0.22333333333333333,0.9014405012130737,1
0.14666666666666667,0.9716131687164307,1
0.2,0.968667209148407,1
0.12666666666666668,0.9707722067832947,1
0.21,0.923648476600647,1
0.19,0.9539418816566467,1
0.13333333333333333,0.9539852142333984,1
0.28,0.940240204334259,1
0.15333333333333332,0.9414571523666382,1
0.15333333333333332,0.9508715867996216,1
0.10333333333333333,0.9439573287963867,1
0.09666666666666666,0.954121470451355,1
0.12,0.9557909965515137,1
0.20333333333333334,0.9531508684158325,1
0.10666666666666667,0.9612928032875061,1
0.04,0.9412993788719177,1
0.06,0.9463387727737427,1
0.05,0.9635133743286133,1
0.08,0.9609935283660889,1
0.18333333333333332,0.9621517658233643,1
0.04666666666666667,0.9254564642906189,1
0.06333333333333334,0.9603105783462524,1
0.04,0.9649196267127991,1
0.05333333333333334,0.9646816253662109,1
0.12666666666666668,0.9692617654800415,1
0.12,0.9660318493843079,1
0.1,0.9584845304489136,1
0.11,0.965319812297821,1
0.22666666666666666,0.951576828956604,1
0.21,0.9726487994194031,1
0.24666666666666667,0.971076250076294,1
0.04666666666666667,0.9667158722877502,1
0.09,0.9796773791313171,1
0.13666666666666666,0.9535019397735596,1
0.03666666666666667,0.9651568531990051,1
0.07666666666666666,0.9684662222862244,1
0.07666666666666666,0.9730127453804016,1
0.05333333333333334,0.9706428050994873,1
0.07666666666666666,0.9732106924057007,1
0.10666666666666667,0.97374427318573,1
0.17666666666666667,0.9756012558937073,1
0.09,0.9643057584762573,1
0.07666666666666666,0.953683614730835,1
0.05333333333333334,0.9525807499885559,1
0.06666666666666667,0.9761012196540833,1
0.19333333333333333,0.9712996482849121,1
0.11,0.9673914313316345,1
0.19666666666666666,0.9754568338394165,1
0.09,0.9748069047927856,1
0.10333333333333333,0.9637081623077393,1
0.09333333333333334,0.9368501901626587,1
0.06333333333333334,0.9753749966621399,1
0.08,0.9730778932571411,1
0.09666666666666666,0.8646359443664551,1
0.14,0.9210058450698853,1
0.35333333333333333,0.9642329812049866,1
0.31,0.9839411377906799,1
0.21,0.9746156930923462,1
0.26,0.9756600260734558,1
0.1,0.9454964995384216,1
0.11333333333333333,0.9784800410270691,1
0.11,0.9583206176757812,1
0.22333333333333333,0.9792339205741882,1
0.24666666666666667,0.9311116933822632,1
0.13333333333333333,0.9752776026725769,1
0.08666666666666667,0.9826259016990662,1
0.18666666666666668,0.969261884689331,1
0.15,0.9690558910369873,1
0.38333333333333336,0.980030357837677,1
0.22333333333333333,0.9791518449783325,1
0.09333333333333334,0.9841161966323853,1
0.31666666666666665,0.9829904437065125,1
0.2966666666666667,0.9136940836906433,1
0.24333333333333335,0.9795811772346497,1
0.07666666666666666,0.9722304940223694,1
0.17,0.9474658370018005,1
0.06,0.9611601233482361,1
0.06333333333333334,0.9669879674911499,1
0.09333333333333334,0.9445403814315796,1
0.19333333333333333,0.9708428382873535,1
0.28,0.9686965942382812,1
0.11333333333333333,0.9619351029396057,1
0.09333333333333334,0.9699407815933228,1
0.14,0.9372581839561462,1
0.07,0.9652009606361389,1
0.04666666666666667,0.9650126099586487,1
0.05,0.9627619981765747,1
0.11333333333333333,0.9640888571739197,1
0.023333333333333334,0.9618406295776367,1
0.04666666666666667,0.962299108505249,1
0.06666666666666667,0.9649201035499573,1
0.06,0.9625844359397888,1
0.07666666666666666,0.9649917483329773,1
0.016666666666666666,0.9548391103744507,1
0.04666666666666667,0.9575833678245544,1
0.1,0.9568765759468079,1
0.04,0.9232339859008789,1
0.056666666666666664,0.9280604720115662,1
0.07,0.945694088935852,1
0.06666666666666667,0.944982647895813,1
0.06,0.9582276344299316,1
0.043333333333333335,0.9564581513404846,1
0.043333333333333335,0.9213201999664307,1
0.03,0.9581356644630432,1
0.03333333333333333,0.9656474590301514,1
0.056666666666666664,0.9486684799194336,1
0.12,0.9612504243850708,1
0.14333333333333334,0.9629924297332764,1
0.04666666666666667,0.9578604102134705,1
0.06,0.9288109540939331,1
0.08333333333333333,0.9667435884475708,1
0.10333333333333333,0.9657700657844543,1
0.08333333333333333,0.9648745656013489,1
0.07333333333333333,0.9426150918006897,1
0.12,0.9631471037864685,1
0.08333333333333333,0.9432262778282166,1
0.043333333333333335,0.9579960703849792,1
0.056666666666666664,0.9569066166877747,1
0.056666666666666664,0.9408652186393738,1
0.056666666666666664,0.946768045425415,1
0.03,0.9573429226875305,1
0.09666666666666666,0.955673336982727,1
0.19,0.9608030319213867,1
0.02666666666666667,0.9491029381752014,1
0.1,0.9404503703117371,1
0.023333333333333334,0.955907940864563,1
0.08,0.9576517939567566,1
0.056666666666666664,0.9549873471260071,1
0.11,0.9353631734848022,1
0.1,0.9482982754707336,1
0.09,0.9540020823478699,1
0.056666666666666664,0.9592189788818359,1
0.05333333333333334,0.9526015520095825,1
0.05333333333333334,0.9538812637329102,1
0.08,0.9653892517089844,1
0.023333333333333334,0.9462077021598816,1
0.02666666666666667,0.9596813321113586,1
0.02,0.9272533655166626,1
0.08,0.948754608631134,1
0.043333333333333335,0.9655917286872864,1
0.11666666666666667,0.9631490111351013,1
0.11333333333333333,0.9627963900566101,1
0.04666666666666667,0.9675840139389038,1
0.07333333333333333,0.9650797247886658,1
0.05,0.92704176902771,1
0.08333333333333333,0.9435219764709473,1
0.06333333333333334,0.9455950856208801,1
0.07,0.9300693869590759,1
0.09333333333333334,0.9607861042022705,1
0.04666666666666667,0.9664537310600281,1
0.06,0.9572349190711975,1
0.02666666666666667,0.9533455967903137,1
0.06333333333333334,0.9679946303367615,1
0.03,0.9617665410041809,1
0.14666666666666667,0.9557887315750122,1
0.06333333333333334,0.9555672407150269,1
0.0033333333333333335,0.9404160380363464,1
0.07666666666666666,0.9610355496406555,1
0.06333333333333334,0.9590394496917725,1
0.21666666666666667,0.9536200165748596,1
0.02666666666666667,0.9554516077041626,1
0.023333333333333334,0.952039361000061,1
0.03,0.9258432984352112,1
0.3233333333333333,0.9569461345672607,1
0.03666666666666667,0.9607851505279541,1
0.06666666666666667,0.9652195572853088,1
0.11666666666666667,0.9638413190841675,1
0.08666666666666667,0.9662247896194458,1
0.25333333333333335,0.9649869203567505,1
0.08,0.9632144570350647,1
0.04,0.9353612065315247,1
0.07666666666666666,0.9628649353981018,1
0.08333333333333333,0.9561570882797241,1
0.06666666666666667,0.95359867811203,1
0.09333333333333334,0.9746206402778625,1
0.08666666666666667,0.9506340026855469,1
0.11666666666666667,0.9592888951301575,1
0.18666666666666668,0.9648475646972656,1
0.17666666666666667,0.9492390155792236,1
0.08333333333333333,0.9485077857971191,1
0.09666666666666666,0.9652661085128784,1
0.24666666666666667,0.9575873613357544,1
0.20333333333333334,0.9630283713340759,1
0.42,0.9439287781715393,1
0.08333333333333333,0.9632006287574768,1
0.04,0.9456110000610352,1
0.04666666666666667,0.9520696997642517,1
0.07333333333333333,0.9639481902122498,1
0.08,0.964272677898407,1
0.06,0.9495915770530701,1
0.07333333333333333,0.9521347880363464,1
0.06333333333333334,0.9636217355728149,1
0.18,0.9277755618095398,1
0.03333333333333333,0.9621288776397705,1
0.03,0.9436959624290466,1
0.08,0.901908814907074,1
0.043333333333333335,0.9284509420394897,1
0.04666666666666667,0.9643042087554932,1
0.03,0.9685123562812805,1
0.05333333333333334,0.9667342901229858,1
0.18,0.948078989982605,1
0.016666666666666666,0.9515159726142883,1
0.01,0.9575169086456299,1
0.02666666666666667,0.941493570804596,1
0.24333333333333335,0.9560505151748657,1
0.09,0.9631906151771545,1
0.08,0.9616756439208984,1
0.02666666666666667,0.9580194354057312,1
0.02,0.9459220170974731,1
0.043333333333333335,0.9656280279159546,1
0.13333333333333333,0.9644595980644226,1
0.06,0.9475582242012024,1
0.05333333333333334,0.957675576210022,1
0.06,0.9581501483917236,1
0.02,0.912850558757782,1
0.023333333333333334,0.9539846777915955,1
0.006666666666666667,0.9527989625930786,1
0.02666666666666667,0.9545115828514099,1
0.0033333333333333335,0.9553727507591248,1
0.03666666666666667,0.9555928111076355,1
0.03,0.9550031423568726,1
0.016666666666666666,0.9508227705955505,1
0.023333333333333334,0.9610008001327515,1
0.02666666666666667,0.9527972340583801,1
0.05,0.9645309448242188,1
0.04,0.9135352373123169,1
0.05,0.9553893804550171,1
0.02666666666666667,0.9232367277145386,1
0.08,0.9410635828971863,1
0.01,0.8286610841751099,1
0.04666666666666667,0.9486809968948364,1
0.03333333333333333,0.9545241594314575,1
0.04666666666666667,0.9688291549682617,1
0.016666666666666666,0.962958037853241,1
0.03,0.9072039127349854,1
0.016666666666666666,0.9391210675239563,1
0.03,0.938879668712616,1
0.06666666666666667,0.9189430475234985,1
0.043333333333333335,0.9369038343429565,1
0.013333333333333334,0.9300892949104309,1
0.013333333333333334,0.9399142265319824,1
0.02,0.938281238079071,1
0.023333333333333334,0.908966064453125,1
0.02666666666666667,0.9401209950447083,1
0.03333333333333333,0.941410481929779,1
0.013333333333333334,0.9478791356086731,1
0.05333333333333334,0.950404167175293,1
0.06666666666666667,0.9515433311462402,1
0.04,0.9522534608840942,1
0.006666666666666667,0.9521346092224121,1
0.04,0.9502313733100891,1
0.04,0.9505882263183594,1
0.043333333333333335,0.9496240019798279,1
0.03333333333333333,0.9512782692909241,1
0.05,0.9494987726211548,1
0.06,0.9590586423873901,1
0.056666666666666664,0.9607226252555847,1
0.08333333333333333,0.9609654545783997,1
0.04,0.9601964950561523,1
0.023333333333333334,0.9514532089233398,1
0.06666666666666667,0.9591563940048218,1
0.056666666666666664,0.9108677506446838,1
0.05,0.9607374668121338,1
0.03,0.9597641229629517,1
0.04,0.9459044933319092,1
0.05,0.9569045901298523,1
0.03333333333333333,0.8665722608566284,1
0.05333333333333334,0.9510725140571594,1
0.043333333333333335,0.9358636140823364,1
0.05,0.9338409304618835,1
0.07,0.9550653696060181,1
0.03333333333333333,0.9320344924926758,1
0.05,0.9571722745895386,1
0.07333333333333333,0.9051569104194641,1
0.09333333333333334,0.9532446265220642,1
0.02,0.8778705596923828,1
0.05,0.9616415500640869,1
0.06,0.9459776878356934,1
0.04,0.9557067155838013,1
0.09333333333333334,0.9502682685852051,1
0.043333333333333335,0.957454264163971,1
0.04666666666666667,0.956078052520752,1
0.043333333333333335,0.9392545223236084,1
0.03,0.9352055788040161,1
0.09,0.9549708366394043,1
0.11666666666666667,0.9304065704345703,1
0.05,0.956129252910614,1
0.08333333333333333,0.9605269432067871,1
0.13666666666666666,0.9623759388923645,1
0.06666666666666667,0.9435415863990784,1
0.056666666666666664,0.960081160068512,1
0.08333333333333333,0.9583465456962585,1
0.03,0.9623247385025024,1
0.07666666666666666,0.9438684582710266,1
0.35,0.945119321346283,1
0.056666666666666664,0.9623243808746338,1
0.07333333333333333,0.9615596532821655,1
0.05,0.9631747007369995,1
0.023333333333333334,0.9601448774337769,1
0.043333333333333335,0.8953031301498413,1
0.04,0.9584837555885315,1
0.11333333333333333,0.9747713804244995,1
0.08666666666666667,0.9521569609642029,1
0.03666666666666667,0.9482380747795105,1
0.016666666666666666,0.9260482788085938,1
0.02,0.9508641362190247,1
0.03,0.9061663150787354,1
0.013333333333333334,0.9543554186820984,1
0.043333333333333335,0.9263926148414612,1
0.03333333333333333,0.9574562311172485,1
0.07,0.8980253338813782,1
0.04,0.9477334022521973,1
0.02,0.9542345404624939,1
0.04,0.9481927752494812,1
0.013333333333333334,0.934576153755188,1
0.006666666666666667,0.9395544528961182,1
0.023333333333333334,0.9401561617851257,1
0.0033333333333333335,0.9461869597434998,1
0.0,0.9518054127693176,1
0.013333333333333334,0.9457986354827881,1
0.013333333333333334,0.9392151832580566,1
0.0,0.9495503902435303,1
0.02,0.9090959429740906,1
0.04,0.9527972936630249,1
0.02,0.958834707736969,1
0.02666666666666667,0.9635359048843384,1
0.056666666666666664,0.8914579153060913,1
0.03333333333333333,0.9515839219093323,1
0.023333333333333334,0.9595049023628235,1
0.04,0.9446223974227905,1
0.023333333333333334,0.9621344804763794,1
0.05,0.9377389550209045,1
0.10666666666666667,0.9650321006774902,1
0.03333333333333333,0.9636259078979492,1
0.02666666666666667,0.9521915912628174,1
0.016666666666666666,0.9270355701446533,1
0.056666666666666664,0.9407811760902405,1
0.023333333333333334,0.93218994140625,1
0.01,0.9527098536491394,1
0.016666666666666666,0.9527490735054016,1
0.03,0.9424889087677002,1
0.023333333333333334,0.9444203972816467,1
0.016666666666666666,0.9170821905136108,1
0.04666666666666667,0.9187766313552856,1
0.10333333333333333,0.9332492351531982,1
0.02,0.9487687349319458,1
0.006666666666666667,0.8113240003585815,1
0.02,0.927652895450592,1
0.04,0.9490850567817688,1
0.043333333333333335,0.9515703320503235,1
0.013333333333333334,0.9469406008720398,1
0.04666666666666667,0.939138650894165,1
0.023333333333333334,0.9531447887420654,1
0.02,0.9351689219474792,1
0.043333333333333335,0.9443394541740417,1
0.043333333333333335,0.9524120688438416,1
0.09333333333333334,0.9462902545928955,1
0.043333333333333335,0.907453179359436,1
0.006666666666666667,0.930290699005127,1
0.02,0.9544222354888916,1
0.03666666666666667,0.9260457158088684,1
0.016666666666666666,0.9510034918785095,1
0.06,0.9555689692497253,1
0.03333333333333333,0.9551427364349365,1
0.03666666666666667,0.9548378586769104,1
0.02,0.9181097149848938,1
0.023333333333333334,0.9577995538711548,1
0.013333333333333334,0.9582199454307556,1
0.016666666666666666,0.960904598236084,1
0.02666666666666667,0.9594723582267761,1
0.10333333333333333,0.9580914378166199,1
0.013333333333333334,0.9591088891029358,1
0.04,0.952349066734314,1
0.01,0.9578970670700073,1
0.07,0.9619705080986023,1
0.04,0.9605063199996948,1
