toxicity,similarity,generation
0.99784,0.99763,0, 32.0
0.99748,0.97026,0, 32.0
0.99804,0.96079,0, 32.0
0.99807,0.97907,0, 32.0
0.99798,0.98504,0, 32.0
0.99817,0.91782,0, 32.0
0.99814,0.91283,0, 32.0
0.99813,0.92035,0, 32.0
0.99813,0.93383,0, 32.0
0.99812,0.89565,0, 32.0
0.99809,0.86763,0, 32.0
0.99812,0.97925,1, 32.0
0.99781,0.95403,1, 32.0
0.99823,0.94849,1, 32.0
0.99777,0.96835,1, 32.0
0.99499,0.92938,1, 32.0
0.99802,0.95823,1, 32.0
0.99779,0.98893,1, 32.0
0.99775,0.95738,1, 32.0
0.99597,0.96560,1, 32.0
0.99802,0.96213,1, 32.0
0.99586,0.90762,1, 32.0
0.99743,0.96132,1, 32.0
0.99757,0.95956,1, 32.0
0.99725,0.95098,1, 32.0
0.99761,0.96249,1, 32.0
0.99804,0.90583,1, 32.0
0.99778,0.94141,1, 32.0
0.99813,0.96272,1, 32.0
0.99819,0.94724,1, 32.0
0.99805,0.96096,1, 32.0
0.99820,0.96989,1, 32.0
0.99736,0.94552,1, 32.0
0.99838,0.87728,1, 32.0
0.99801,0.81021,1, 32.0
0.99788,0.88713,1, 32.0
0.99794,0.97245,1, 32.0
0.99775,0.97910,1, 32.0
0.99774,0.91073,1, 32.0
0.99798,0.98457,1, 32.0
0.99823,0.97306,1, 32.0
0.99789,0.90397,1, 32.0
0.99687,0.84908,1, 32.0
0.99765,0.82017,1, 32.0
0.99808,0.91209,1, 32.0
0.99787,0.90411,1, 32.0
0.99806,0.79215,1, 32.0
0.99812,0.87964,1, 32.0
0.99778,0.89840,1, 32.0
0.99812,0.88911,1, 32.0
0.99784,0.77854,1, 32.0
0.99808,0.99729,1, 32.0
0.99804,0.99791,1, 32.0
0.99811,0.99575,1, 32.0
0.99810,0.99768,1, 32.0
0.99803,0.97967,1, 32.0
0.99810,0.99740,1, 32.0
0.99794,0.96003,1, 32.0
0.99790,0.92996,1, 32.0
0.99804,0.96236,1, 32.0
0.99756,0.95926,1, 32.0
0.99778,0.96218,1, 32.0
0.99781,0.94272,1, 32.0
0.99771,0.93392,1, 32.0
0.99771,0.94579,1, 32.0
0.99769,0.94022,1, 32.0
0.99787,0.92635,1, 32.0
0.99757,0.93342,1, 32.0
0.99747,0.92352,1, 32.0
0.99803,0.95317,1, 32.0
0.99826,0.87505,1, 32.0
0.99771,0.86007,1, 32.0
0.99671,0.91808,1, 32.0
0.99639,0.87548,1, 32.0
0.99638,0.88095,1, 32.0
0.99809,0.96098,1, 32.0
0.99815,0.90765,1, 32.0
0.99749,0.94314,1, 32.0
0.99663,0.93114,1, 32.0
0.99652,0.89529,1, 32.0
0.99653,0.88703,1, 32.0
0.99797,0.89353,1, 32.0
0.99809,0.84829,1, 32.0
0.99735,0.81758,1, 32.0
0.99647,0.87345,1, 32.0
0.99635,0.78356,1, 32.0
0.99623,0.80453,1, 32.0
0.99815,0.90665,1, 32.0
0.99813,0.90085,1, 32.0
0.99806,0.92481,1, 32.0
0.99819,0.91872,1, 32.0
0.99817,0.88519,1, 32.0
0.99816,0.98602,1, 32.0
0.99814,0.90382,1, 32.0
0.99765,0.88643,1, 32.0
0.99815,0.85110,1, 32.0
0.99693,0.86721,1, 32.0
0.99676,0.84602,1, 32.0
0.99672,0.84194,1, 32.0
0.99764,0.91379,2, 32.0
0.99643,0.89377,2, 32.0
0.99812,0.98285,2, 32.0
0.99785,0.97281,2, 32.0
0.99808,0.96562,2, 32.0
0.99775,0.97904,2, 32.0
0.99793,0.98986,2, 32.0
0.99757,0.98364,2, 32.0
0.99790,0.91346,2, 32.0
0.99775,0.97376,2, 32.0
0.99554,0.94545,2, 32.0
0.99625,0.94948,2, 32.0
0.99726,0.85438,2, 32.0
0.99738,0.96695,2, 32.0
0.99710,0.96372,2, 32.0
