toxicity,similarity
0.1317436844110489,0.8410030603408813
0.1348658800125122,0.6756669282913208
0.10200409591197968,0.7613763809204102
0.33923542499542236,0.7045377492904663
0.10581179708242416,0.6470967531204224
0.05851498618721962,0.49399352073669434
0.07552112638950348,0.5744248628616333
0.16207148134708405,0.5392218232154846
0.1284690648317337,0.34345170855522156
0.2469848096370697,0.34723100066185
0.0045304205268621445,0.33708304166793823
0.0013402298791334033,0.2754058837890625
0.00362919713370502,0.3977595567703247
0.007853945717215538,0.43526121973991394
0.05787522345781326,0.4121816158294678
0.15053145587444305,0.4562875032424927
0.16615353524684906,0.3894191384315491
0.0007839006138965487,0.11113691329956055
0.0007492550066672266,0.128368079662323
0.0006557907327078283,0.17837247252464294
0.0006101275212131441,0.16900843381881714
0.0006684353575110435,0.12391313165426254
0.0008671852410770953,0.12224897742271423
0.0008063728455454111,0.12349462509155273
0.0011941861594095826,0.08110111206769943
0.014256313443183899,0.04224725812673569
0.003704017261043191,0.052697017788887024
0.0017293929122388363,0.009434185922145844
0.004145224113017321,0.0451802983880043
0.0014434658223763108,-0.0010194058995693922
0.024753671139478683,0.016240239143371582
0.024672146886587143,0.027178162708878517
0.0009463473688811064,-0.0003589913249015808
0.0009671361185610294,-0.032024770975112915
0.0008252544212155044,-0.028234215453267097
0.0009232008596882224,-0.01631239987909794
0.0014761018101125956,0.04855423420667648
0.0019565271213650703,0.0308480616658926
0.007215609773993492,0.1167888268828392
0.006467293947935104,0.12278761714696884
0.006779251620173454,0.09070923179388046
0.0036732840817421675,0.08096905052661896
0.898459792137146,0.04400016367435455
0.9100717306137085,0.045207429677248
0.9430969953536987,0.024240504950284958
0.9909228682518005,0.04401906579732895
0.9905995726585388,0.06954103708267212
0.992172360420227,0.010300750844180584
0.9840442538261414,0.05204050987958908
0.9939809441566467,0.04237121343612671
0.9899444580078125,0.06782609969377518
0.41259056329727173,0.04956196993589401
0.2745846211910248,0.007035378832370043
0.0007543305982835591,0.012920499779284
0.0012386445887386799,0.03392389416694641
0.0029806613456457853,0.007418081164360046
0.001915051368996501,-0.022294728085398674
0.00586909893900156,-0.006109577603638172
0.020987380295991898,0.03792042285203934
0.01566939987242222,0.04258376359939575
0.2348615974187851,0.104393869638443
0.022141270339488983,0.10181528329849243
0.02902085892856121,0.12087881565093994
0.010819949209690094,0.05066809803247452
0.0010956373298540711,0.04608508199453354
0.0008266025688499212,0.009010190144181252
0.0008646839996799827,0.03796949237585068
0.001354631851427257,0.03561686724424362
0.0014991273637861013,0.027210868895053864
0.00122439069673419,0.03615676611661911
0.0010477702599018812,0.06380952149629593
0.001141956658102572,0.10268282890319824
0.0011260643368586898,0.11041823774576187
0.0009327809093520045,0.08690845966339111
0.0007822910556569695,0.10517878085374832
0.0007596206851303577,0.049914199858903885
0.0007695902604609728,0.02454204112291336
0.0007091602892614901,0.020584117621183395
0.0010735993273556232,0.1597485989332199
0.000847191084176302,0.06007320433855057
0.0009092067484743893,0.0704081803560257
0.0007068493287079036,0.055849798023700714
0.0007314978283829987,0.0714932307600975
0.0007804976194165647,0.07837840914726257
0.0007669941405765712,0.07093522697687149
0.0009553208947181702,0.10942220687866211
0.0007765730260871351,0.08559168130159378
0.028636636212468147,0.11579260975122452
0.04201275855302811,0.13931149244308472
0.0007183836423791945,0.10514378547668457
0.0007069366401992738,0.06020672619342804
0.0006855331594124436,0.1090322881937027
0.0006495412671938539,0.09441637247800827
0.000625396438408643,0.07421094179153442
0.9893689751625061,0.19497860968112946
0.9867767691612244,0.1760316789150238
0.0006404765881597996,0.16166719794273376
0.0007526084082201123,0.1598718911409378
0.000939973397180438,0.09051870554685593
0.0009155256557278335,0.10930058360099792
