toxicity,similarity,generation
0.99803,0.97371,0, 1.0000
0.99828,0.89344,0, 1.0000
0.99836,0.97059,0, 1.0000
0.99825,0.93941,0, 1.0000
0.99823,0.93569,0, 1.0000
0.99828,0.93903,0, 1.0000
0.99828,0.95980,0, 1.0000
0.99830,0.95619,0, 1.0000
0.99829,0.91691,0, 1.0000
0.99831,0.94506,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 0.9267
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 0.9400
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 0.9067
0.99827,1.00000,0, 0.8267
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 0.9067
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 0.8733
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 1.0000
0.99827,1.00000,0, 0.9733
0.99827,1.00000,0, 1.0000
0.99824,0.88383,1, 1.0000
0.99813,0.91564,1, 1.0000
0.99832,0.89253,1, 1.0000
0.99818,0.88507,1, 1.0000
0.99825,0.91298,1, 1.0000
0.99822,0.96372,1, 1.0000
0.99827,0.94755,1, 1.0000
0.99808,0.95766,1, 1.0000
0.99825,0.95803,1, 1.0000
0.99846,0.91377,1, 1.0000
0.99830,0.96412,1, 1.0000
0.99820,0.90046,1, 0.9000
0.99819,0.95143,1, 1.0000
0.99789,0.94301,1, 0.6800
0.99816,0.94470,1, 1.0000
0.99831,0.90928,1, 1.0000
0.99790,0.94609,1, 1.0000
0.99799,0.94765,1, 1.0000
0.99841,0.96824,1, 1.0000
0.99818,0.97514,1, 1.0000
0.99830,0.96102,1, 1.0000
0.99824,0.96376,1, 1.0000
0.99810,0.93321,1, 1.0000
0.99838,0.95707,1, 1.0000
0.99832,0.84906,1, 0.7600
0.99812,0.96524,1, 0.7400
0.99825,0.94967,1, 1.0000
0.99819,0.96656,1, 1.0000
0.99812,0.97509,1, 0.9133
0.99820,0.97403,1, 1.0000
0.99834,0.97038,1, 0.8467
0.99809,0.95768,1, 1.0000
0.99824,0.94103,1, 1.0000
0.99819,0.94611,1, 1.0000
0.99794,0.89606,1, 1.0000
0.99829,0.94588,1, 1.0000
0.99794,0.93010,1, 1.0000
0.99797,0.97773,1, 1.0000
0.99827,0.95558,1, 1.0000
0.99816,0.93907,1, 1.0000
0.99800,0.97140,1, 1.0000
0.99587,0.91404,1, 0.8467
0.99791,0.94529,1, 1.0000
0.99818,0.93781,1, 0.3133
0.99793,0.93275,1, 0.9400
0.99783,0.88524,1, 0.7867
0.99831,0.90831,1, 1.0000
0.99823,0.88115,1, 1.0000
0.99808,0.92416,1, 1.0000
0.99819,0.89927,1, 1.0000
0.99741,0.90310,1, 1.0000
0.99840,0.93759,1, 1.0000
0.99840,0.86507,1, 1.0000
0.99793,0.92744,1, 1.0000
0.99809,0.84812,1, 1.0000
0.99825,0.88269,1, 1.0000
0.99819,0.92065,1, 1.0000
0.99753,0.76076,1, 1.0000
0.99794,0.87052,1, 1.0000
0.99747,0.91256,1, 1.0000
0.99818,0.92338,1, 1.0000
0.99824,0.91383,1, 1.0000
0.99823,0.88094,1, 1.0000
0.99803,0.89470,1, 1.0000
0.99819,0.90453,1, 1.0000
0.99825,0.93708,1, 1.0000
0.99697,0.83489,1, 1.0000
0.99791,0.92093,1, 1.0000
0.99818,0.92815,1, 1.0000
0.99837,0.92042,1, 1.0000
0.99823,0.95168,1, 1.0000
0.99798,0.91353,1, 1.0000
0.99813,0.85130,1, 1.0000
0.99791,0.87594,1, 0.9467
0.99840,0.94305,1, 1.0000
0.99821,0.91380,1, 1.0000
0.99826,0.95628,1, 1.0000
0.99836,0.94485,1, 1.0000
0.99722,0.84152,1, 1.0000
