toxicity,similarity
0.78,0.9941968321800232
0.24,0.9994162917137146
0.82,0.9806569218635559
0.43,0.9997837543487549
1.0,0.9785469174385071
0.49,0.9735844731330872
1.0,0.9960993528366089
0.92,0.9969229102134705
0.82,0.9963699579238892
1.0,0.9915950298309326
0.74,0.9890587329864502
0.75,0.9971474409103394
0.28,0.886947512626648
1.0,0.9968939423561096
0.5,0.9930832386016846
0.73,0.9998069405555725
0.42,0.9960388541221619
0.27,0.9963181614875793
0.74,0.9892547726631165
0.7,0.9466646313667297
0.51,0.9667921662330627
0.52,0.9819967746734619
0.53,0.9831385016441345
0.79,0.9945236444473267
0.65,0.9850479960441589
1.0,0.9983607530593872
0.61,0.9258653521537781
1.0,0.9987092614173889
1.0,0.969574511051178
0.46,0.9940146803855896
0.2,0.9787476062774658
0.83,0.9991716146469116
1.0,0.9875794053077698
0.48,0.9884570240974426
0.41,0.9888578653335571
1.0,0.9833100438117981
0.81,0.9801857471466064
0.81,0.9988632202148438
0.92,0.9977362751960754
1.0,0.9613455533981323
1.0,0.9817249774932861
0.39,0.991248607635498
0.98,0.9908459186553955
0.77,0.9893144965171814
0.89,0.9758034944534302
0.59,0.9950165748596191
0.74,0.9942466616630554
1.0,0.967612087726593
0.62,0.9948555827140808
0.71,0.8207969069480896
0.26,0.9925397634506226
0.41,0.9804717898368835
0.59,0.9724773168563843
1.0,0.9892493486404419
0.7,0.9732173085212708
0.6,0.9884857535362244
0.39,0.9474928379058838
1.0,0.9977236390113831
0.49,0.9884067177772522
1.0,0.9901400208473206
0.78,0.87627774477005
0.49,0.8717283606529236
0.25,0.889293372631073
0.81,0.8821457028388977
0.49,0.8774587512016296
0.19,0.8597472310066223
1.0,0.8735864758491516
1.0,0.8608527779579163
0.4,0.889883816242218
1.0,0.8889632821083069
0.85,0.8745852708816528
0.47,0.8782048225402832
1.0,0.9346673488616943
0.36,0.8883951902389526
0.54,0.8863171935081482
0.69,0.8722069263458252
1.0,0.8870601058006287
0.46,0.8895811438560486
0.89,0.8819382786750793
0.22,0.8818086981773376
0.79,0.9894750118255615
0.97,0.9942200183868408
0.52,0.973578691482544
1.0,0.9846758246421814
0.23,0.9916683435440063
0.72,0.9857673048973083
0.4,0.9625424146652222
0.25,0.994619607925415
0.65,0.9907970428466797
0.53,0.9891743659973145
0.36,0.9800628423690796
0.27,0.9873459339141846
0.87,0.9712802171707153
1.0,0.9918164014816284
0.93,0.995253324508667
1.0,0.9885802865028381
0.58,0.9714723229408264
0.9,0.9959967136383057
1.0,0.8884820938110352
0.44,0.9785224795341492
0.36,0.9965152740478516
0.37,0.9958564043045044
0.64,0.996136486530304
0.41,0.9979797601699829
1.0,0.9796267747879028
0.71,0.9401856660842896
0.5,0.9895830154418945
0.48,0.9932566285133362
0.97,0.9464138150215149
0.31,0.9864110946655273
0.34,0.9519622325897217
1.0,0.9943587779998779
0.8,0.9818501472473145
1.0,0.9735105633735657
0.35,0.9944862723350525
0.38,0.9976266622543335
0.31,0.9583835601806641
0.2,0.9966671466827393
0.5,0.9845544099807739
0.28,0.9956678748130798
1.0,0.985118567943573
1.0,0.9918116927146912
0.56,0.9855904579162598
1.0,0.9855520725250244
0.58,0.9884195327758789
0.49,0.9890210032463074
0.68,0.9864116311073303
0.62,0.9689888954162598
0.58,0.9902291297912598
0.84,0.9688739776611328
0.44,0.992723286151886
0.28,0.9820910096168518
1.0,0.9911551475524902
0.78,0.9843243956565857
1.0,0.9845971465110779
1.0,0.9892779588699341
0.75,0.9907514452934265
0.45,0.9670719504356384
0.62,0.9728249311447144
0.4,0.9243113994598389
1.0,0.9588853120803833
0.36,0.9507402181625366
1.0,0.9635182619094849
0.23,0.9595139026641846
1.0,0.967244565486908
0.33,0.943228006362915
0.44,0.9519498348236084
0.85,0.9581718444824219
0.29,0.9650613069534302
0.56,0.972720205783844
0.41,0.931681215763092
1.0,0.9549129605293274
0.7,0.9722146391868591
0.68,0.9536194801330566
0.87,0.973168134689331
0.7,0.9738608002662659
1.0,0.9617087841033936
0.27,0.9243020415306091
0.72,0.9730281829833984
1.0,0.970327615737915
0.65,0.9407088160514832
0.97,0.942172110080719
0.7,0.9454469680786133
0.48,0.9460130333900452
0.79,0.9448588490486145
1.0,0.9362581968307495
0.74,0.9492873549461365
1.0,0.9372186660766602
0.92,0.9415832757949829
0.44,0.9314545392990112
0.73,0.9466937184333801
0.93,0.9303682446479797
0.91,0.941661536693573
0.59,0.9318722486495972
0.65,0.9210705161094666
1.0,0.9422137141227722
0.81,0.927922785282135
1.0,0.917198896408081
0.86,0.9399184584617615
0.61,0.9415370225906372
0.42,0.9408240914344788
1.0,0.9973764419555664
1.0,0.9962915778160095
0.15,0.989069938659668
0.92,0.9874758720397949
0.58,0.9987906217575073
1.0,0.9975953698158264
0.5,0.9460936784744263
0.37,0.9982263445854187
1.0,0.994888424873352
1.0,0.9988711476325989
0.2,0.9595928192138672
0.56,0.9184877872467041
0.66,0.9973620176315308
0.39,0.9865910410881042
0.3,0.9980819821357727
0.59,0.9647341370582581
0.95,0.9900802373886108
0.83,0.9992038607597351
0.29,0.9743350744247437
0.35,0.9564666748046875
1.0,0.9515839219093323
0.24,0.9726781249046326
0.43,0.9144984483718872
0.2,0.9881181716918945
1.0,0.992842972278595
0.28,0.9683087468147278
0.65,0.963161051273346
1.0,0.965930163860321
1.0,0.9659808874130249
0.43,0.9776524305343628
0.71,0.9644010066986084
0.3,0.9700701236724854
1.0,0.9847114086151123
0.72,0.9722573757171631
1.0,0.9821023941040039
1.0,0.9852063059806824
0.8,0.9838411808013916
0.39,0.9549322724342346
1.0,0.9725067615509033
0.93,0.9758352041244507
0.72,0.8893733620643616
0.36,0.985720694065094
0.62,0.9603042006492615
0.89,0.9960328936576843
0.28,0.9869805574417114
1.0,0.9858092069625854
1.0,0.9855429530143738
0.4,0.9830853343009949
0.56,0.9876338243484497
0.29,0.9243913888931274
0.5,0.9759230613708496
0.64,0.9384479522705078
0.32,0.9264126420021057
0.89,0.9362943172454834
1.0,0.9833518862724304
0.3,0.9798288941383362
1.0,0.9671737551689148
0.68,0.9802655577659607
0.51,0.9095076322555542
0.33,0.9272032380104065
0.22,0.994228184223175
0.4,0.9867541193962097
1.0,0.9535207152366638
0.31,0.9921433925628662
1.0,0.9724228978157043
0.69,0.9889679551124573
1.0,0.9922636151313782
0.4,0.9908119440078735
0.37,0.9792628884315491
0.41,0.8542199730873108
0.29,0.9652310609817505
0.58,0.9846637845039368
0.49,0.9951417446136475
0.32,0.9952000379562378
0.61,0.9945827126502991
1.0,0.9819392561912537
0.63,0.9891485571861267
0.71,0.9882289171218872
0.84,0.9811511635780334
0.78,0.9711285829544067
0.33,0.9434854388237
0.25,0.9729840755462646
1.0,0.983013391494751
0.52,0.9767410755157471
0.93,0.9761428236961365
1.0,0.9793629050254822
0.76,0.9861213564872742
0.36,0.9838505983352661
0.51,0.9481566548347473
1.0,0.9890312552452087
1.0,0.9846091866493225
0.48,0.9793702960014343
1.0,0.9797635078430176
0.58,0.9820529818534851
0.4,0.9532082080841064
0.88,0.9715824723243713
0.32,0.9862715601921082
0.54,0.9013972878456116
0.53,0.989061713218689
0.88,0.9812623858451843
0.91,0.9121274948120117
0.37,0.9072360396385193
0.95,0.9601133465766907
0.5,0.932121217250824
0.19,0.9768269062042236
1.0,0.9289379119873047
0.87,0.9677464962005615
0.86,0.978277862071991
0.88,0.8965909481048584
0.18,0.9460992217063904
0.43,0.9657065868377686
0.64,0.9682632088661194
1.0,0.9753533005714417
0.89,0.9583995342254639
0.34,0.9630075693130493
0.5,0.9639442563056946
0.25,0.9736539721488953
1.0,0.9774880409240723
0.31,0.872621476650238
0.6,0.9613053202629089
0.28,0.9565899968147278
0.6,0.9258632659912109
0.49,0.948675811290741
0.51,0.9670876860618591
0.56,0.9478678703308105
0.34,0.9486199021339417
0.56,0.9542146921157837
0.37,0.9572243094444275
0.48,0.9573058485984802
0.29,0.9216345548629761
0.54,0.9205412864685059
0.51,0.9576319456100464
0.43,0.9561410546302795
0.38,0.9566710591316223
0.61,0.9584037661552429
1.0,0.9564228057861328
0.73,0.9461109042167664
0.52,0.934218168258667
0.57,0.9850484132766724
0.19,0.979954183101654
0.22,0.965559720993042
0.64,0.981402575969696
0.63,0.9793475866317749
0.48,0.9903141260147095
0.81,0.9879558086395264
1.0,0.9769439697265625
0.71,0.9315152168273926
0.38,0.9922839999198914
1.0,0.9816492795944214
0.32,0.9785346388816833
0.53,0.9828893542289734
0.54,0.9368013143539429
0.58,0.9814121723175049
0.45,0.9786451458930969
0.74,0.9733179807662964
1.0,0.9951615333557129
1.0,0.9784721732139587
0.54,0.9573373794555664
0.95,0.9866024255752563
0.6,0.9881972670555115
0.62,0.9880171418190002
0.39,0.9883379936218262
0.94,0.9859236478805542
1.0,0.9662226438522339
1.0,0.9801345467567444
0.8,0.9891291260719299
0.97,0.9912776947021484
0.15,0.9105607271194458
0.75,0.9652992486953735
0.97,0.9922711849212646
1.0,0.9744623303413391
0.52,0.9928638935089111
1.0,0.9749115109443665
1.0,0.9907329678535461
1.0,0.942988395690918
0.65,0.9073591232299805
0.35,0.9890714883804321
0.67,0.9813620448112488
1.0,0.9900367856025696
0.3,0.9598183631896973
0.88,0.9638413786888123
0.61,0.927054762840271
0.26,0.9674437046051025
1.0,0.9616987705230713
0.66,0.906472384929657
0.38,0.942690372467041
0.36,0.9750939607620239
0.27,0.9660972952842712
1.0,0.9539124369621277
0.79,0.9651755690574646
1.0,0.9594131708145142
0.57,0.9743109345436096
1.0,0.9658016562461853
1.0,0.9705856442451477
1.0,0.9695652723312378
0.27,0.9729809165000916
0.4,0.9620502591133118
0.95,0.963952898979187
0.75,0.9281342029571533
0.45,0.960035502910614
0.82,0.9541906714439392
1.0,0.9571176171302795
0.37,0.9582754373550415
0.63,0.9449220299720764
0.81,0.9602564573287964
0.32,0.9250380396842957
1.0,0.95613694190979
0.35,0.9418869018554688
0.74,0.9583327770233154
0.95,0.9601156711578369
0.37,0.9384822845458984
0.72,0.7819230556488037
0.77,0.9466335773468018
0.51,0.9581584334373474
0.35,0.9600633978843689
0.71,0.9608716368675232
1.0,0.9589356780052185
0.64,0.9461674094200134
0.78,0.9520907998085022
0.3,0.9907110333442688
0.91,0.9848536252975464
0.52,0.9853260517120361
0.66,0.9892627596855164
0.52,0.988598644733429
0.17,0.9907332062721252
0.26,0.9909185171127319
0.37,0.9672337174415588
1.0,0.9889971017837524
0.49,0.976397693157196
1.0,0.9893277287483215
1.0,0.9766923189163208
1.0,0.9170197248458862
1.0,0.9921255111694336
0.85,0.9478685259819031
1.0,0.9525787830352783
0.59,0.9878100752830505
0.71,0.9680283069610596
0.71,0.9873315095901489
1.0,0.9273264408111572
1.0,0.9656505584716797
0.45,0.963718056678772
0.63,0.9821967482566833
0.37,0.9615683555603027
0.25,0.9838614463806152
0.48,0.9818705916404724
1.0,0.9765500426292419
0.5,0.9873371124267578
1.0,0.9884246587753296
0.72,0.9831403493881226
0.18,0.9790527820587158
0.56,0.9807834625244141
0.44,0.9863753914833069
0.49,0.9730004072189331
1.0,0.9843149781227112
0.59,0.9857099652290344
0.52,0.9852049350738525
0.4,0.9810255765914917
0.34,0.9886292815208435
0.35,0.9837546944618225
0.88,0.9729666709899902
0.76,0.9714820981025696
0.43,0.9530251622200012
1.0,0.9676010012626648
1.0,0.9765207767486572
0.21,0.9770011901855469
1.0,0.9831677079200745
0.36,0.9886980056762695
1.0,0.9774125814437866
0.33,0.9593857526779175
1.0,0.9771516919136047
0.35,0.9793745279312134
0.75,0.9732243418693542
1.0,0.9782224297523499
0.27,0.9667277932167053
0.62,0.9746348261833191
0.86,0.9154056310653687
0.97,0.9820803999900818
0.61,0.9743264317512512
0.58,0.9656969308853149
0.45,0.9632014036178589
0.65,0.9622981548309326
1.0,0.9411551356315613
1.0,0.9743924736976624
1.0,0.9757904410362244
0.45,0.9753538370132446
0.65,0.9723673462867737
0.4,0.8894056081771851
0.41,0.9577404856681824
0.91,0.9627734422683716
0.9,0.970263659954071
0.32,0.9505394697189331
0.45,0.9556841254234314
1.0,0.965731143951416
0.71,0.9045961499214172
1.0,0.9377753138542175
0.72,0.975886344909668
0.59,0.9267453551292419
0.77,0.9222939014434814
0.27,0.9762382507324219
0.65,0.941887378692627
1.0,0.9380210041999817
0.35,0.9428023099899292
0.81,0.9415223598480225
0.67,0.9429097771644592
1.0,0.9453592896461487
0.95,0.9471801519393921
1.0,0.907895028591156
0.61,0.9187077283859253
0.45,0.9446326494216919
0.53,0.9417102932929993
0.89,0.9447932243347168
0.52,0.9419681429862976
0.39,0.9295350313186646
0.41,0.882932186126709
0.55,0.9384989738464355
0.99,0.9214580655097961
1.0,0.9125038981437683
0.46,0.9442537426948547
1.0,0.9446887969970703
0.78,0.9923170804977417
0.72,0.9844570755958557
1.0,0.9731501936912537
1.0,0.9844180941581726
0.37,0.9902626276016235
0.82,0.9495501518249512
1.0,0.9872034788131714
0.4,0.9592512249946594
0.46,0.9555879831314087
0.63,0.9849873185157776
0.54,0.9912117719650269
1.0,0.9928561449050903
0.33,0.9906173944473267
0.36,0.9916797280311584
1.0,0.9869048595428467
0.24,0.9794384837150574
1.0,0.9868503212928772
1.0,0.989229142665863
1.0,0.9845536351203918
1.0,0.9897072315216064
1.0,0.9101091623306274
0.38,0.9042060971260071
0.99,0.9008105993270874
0.69,0.9141356945037842
1.0,0.8927623629570007
0.55,0.8903926014900208
0.69,0.8993266820907593
1.0,0.8823882937431335
0.46,0.90863037109375
0.56,0.9041184782981873
1.0,0.9099549651145935
0.78,0.9095880389213562
1.0,0.9077264666557312
0.78,0.9054351449012756
1.0,0.8852419257164001
0.82,0.9075738787651062
0.4,0.9092615842819214
0.95,0.9168506264686584
0.47,0.9798053503036499
0.22,0.9050227403640747
0.25,0.9627243280410767
0.56,0.9599999785423279
0.78,0.9652096629142761
0.61,0.9436441659927368
0.39,0.9580271244049072
1.0,0.9469236731529236
0.82,0.9582691788673401
0.89,0.9543442726135254
0.23,0.9619308710098267
0.53,0.9572564959526062
0.46,0.9452756643295288
0.69,0.9633907079696655
0.49,0.9513111114501953
1.0,0.923244297504425
0.85,0.9575362801551819
0.98,0.9168744087219238
0.84,0.961896538734436
0.59,0.8773627877235413
1.0,0.9465374946594238
0.39,0.9368112087249756
1.0,0.9712696671485901
1.0,0.9688422679901123
0.42,0.9661588668823242
0.86,0.988670825958252
0.62,0.976260244846344
0.8,0.992857038974762
0.98,0.9764389395713806
0.62,0.9635010361671448
0.47,0.9937201738357544
0.98,0.9816588163375854
0.47,0.9834050536155701
0.44,0.9892565011978149
