toxicity,similarity
0.6017052531242371,0.8527674674987793
0.6168515086174011,0.9497804641723633
0.5852348804473877,0.8032104969024658
0.07592854648828506,0.7124666571617126
0.000873673940077424,0.23520877957344055
0.002193623222410679,0.15950390696525574
0.0008037756779231131,0.12390396744012833
0.0009044001926667988,0.1349160522222519
0.0007639734540134668,0.08542075008153915
0.0007498885970562696,0.04629194736480713
0.0007425793446600437,0.0763632282614708
0.0008218634175136685,0.06492190062999725
0.0007473240257240832,0.08553211390972137
0.0006920488085597754,0.14256834983825684
0.0006577310268767178,0.09899391233921051
0.0007239055703394115,0.06856849044561386
0.0006815519300289452,0.04991050064563751
0.0006508341757580638,0.0607333779335022
0.0006289671291597188,0.14485402405261993
0.0006389949703589082,0.1609438955783844
0.0007004697690717876,0.17795413732528687
0.0007089768769219518,0.17167732119560242
0.0009052114910446107,0.2059149593114853
0.001211232622154057,0.22022348642349243
0.00142979109659791,0.21316856145858765
0.0014588950434699655,0.09309244155883789
0.0012606411473825574,0.12201543152332306
0.0011573567753657699,0.10574907064437866
0.0009093505796045065,0.037685565650463104
0.0007388980593532324,0.05848128721117973
0.0007358638104051352,0.034914351999759674
0.0007539022481068969,0.01954377442598343
0.0007668859325349331,0.03833727166056633
0.000786738411989063,0.027613744139671326
0.0007607072475366294,0.054448097944259644
0.0007243651780299842,0.05391055345535278
0.0007509022834710777,0.05218476802110672
0.0007687151664867997,0.04968772828578949
0.0006860484718345106,0.05731358379125595
0.000712266773916781,0.06870096921920776
0.0006867782212793827,0.06314776092767715
0.0007549659349024296,0.07335226982831955
0.0007954725879244506,0.06165110692381859
0.0007129635196179152,0.052772048860788345
0.02312307246029377,0.04245918244123459
0.01760956086218357,0.03614696115255356
0.015769515186548233,0.05639984458684921
0.018700724467635155,0.026745012030005455
0.01863943040370941,0.046710312366485596
0.022231480106711388,0.07674255967140198
0.0203878004103899,0.06658480316400528
0.02037394791841507,0.06208908557891846
0.016563737764954567,0.08005882054567337
0.017187386751174927,0.0694064348936081
0.017353322356939316,0.05566784366965294
0.011756178922951221,0.061991117894649506
0.012258474715054035,0.07398010790348053
0.014094722457230091,0.07535617053508759
0.0006383665022440255,0.046991702169179916
0.000692141184117645,0.041234567761421204
0.0006914364057593048,0.0668570026755333
0.0006407705950550735,0.07087360322475433
0.0006409583729691803,0.04809708893299103
0.0006312889163382351,0.08655440807342529
0.0006479399162344635,0.07978911697864532
0.0006712295580655336,0.07180829346179962
0.0006603565416298807,0.057799771428108215
0.0006598512991331518,0.06491159647703171
0.0006663554231636226,0.05581241473555565
0.0006953162373974919,0.0981849730014801
0.0006979848840273917,0.08326956629753113
0.0007549680885858834,0.09284950792789459
0.0007080362411215901,0.09399204701185226
0.0006923879263922572,0.07105652987957001
0.0008065769216045737,0.0736265555024147
0.0007105992408469319,0.07696399837732315
0.0007091930601745844,0.0901767909526825
0.0007958346395753324,0.09189185500144958
0.0008322265348397195,0.09735304862260818
0.0008935766527429223,0.07789537310600281
0.0009616301394999027,0.05026594549417496
0.0008380939834751189,0.16126246750354767
0.0008538804249837995,0.1602460741996765
0.0007846069056540728,0.1676701307296753
0.0007514871540479362,0.16846172511577606
0.0008064777939580381,0.15545782446861267
0.00079500419087708,0.15157833695411682
0.0007919698837213218,0.15339550375938416
0.0008932413184083998,0.13805904984474182
0.0008306463714689016,0.14484703540802002
0.0008220134186558425,0.14266161620616913
0.0008478189702145755,0.06573452800512314
0.0009762103436514735,0.05385046452283859
0.0008815880282782018,0.06538289785385132
0.0008780159987509251,0.06632066518068314
0.0008582240552641451,0.10756948590278625
0.0008723637438379228,0.11525323241949081
0.0008564643212594092,0.10982812941074371
0.000909519090782851,0.09900321066379547
0.000890504103153944,0.10687929391860962
